Date;London futures (£ sterling/tonne);New York futures (US$/tonne);ICCO daily price (US$/tonne);ICCO daily price (Euro/tonne)
2023-08-03;2653.00;3489.00;3430.81;3134.22
2023-08-02;2695.67;3540.67;3484.64;3184.09
2023-08-01;2694.67;3547.33;3492.59;3183.50
2023-07-31;2685.00;3543.33;3497.65;3176.04
2023-07-28;2668.00;3513.67;3474.76;3148.48
2023-07-27;2661.00;3519.33;3470.16;3156.11
2023-07-26;2650.33;3543.00;3484.61;3145.21
2023-07-25;2607.67;3459.00;3408.32;3083.67
2023-07-24;2562.67;3410.00;3347.93;3021.67
2023-07-21;2553.33;3395.33;3338.50;3002.48
2023-07-20;2536.00;3389.33;3323.60;2984.43
2023-07-19;2549.33;3408.00;3347.75;2991.04
2023-07-18;2506.33;3401.67;3335.34;2971.95
2023-07-17;2484.33;3359.67;3303.35;2939.81
2023-07-14;2466.00;3335.33;3283.02;2921.56
2023-07-13;2418.33;3281.67;3224.12;2878.97
2023-07-12;2519.00;3335.67;3303.55;2969.89
2023-07-11;2550.67;3340.67;3313.92;3014.84
2023-07-10;2553.00;3329.67;3301.88;3005.54
2023-07-07;2527.67;3307.67;3275.33;2987.59
2023-07-06;2546.00;3321.67;3278.75;3014.65
2023-07-05;2581.67;3368.00;3323.10;3057.92
2023-07-04;2583.00;3380.50;3333.17;3058.51
2023-07-03;2603.00;3393.00;3347.45;3066.27
2023-06-30;2561.33;3342.33;3298.19;3019.99
2023-06-29;2498.00;3273.67;3211.82;2951.99
2023-06-28;2539.00;3341.67;3273.58;3002.20
2023-06-27;2482.67;3262.67;3212.67;2931.08
2023-06-26;2480.33;3256.67;3204.59;2937.80
2023-06-23;2429.67;3207.00;3144.64;2888.98
2023-06-22;2429.00;3206.33;3150.20;2876.60
2023-06-21;2443.33;3227.33;3170.56;2893.93
2023-06-20;2422.33;3204.33;3144.89;2885.59
2023-06-19;2423.33;3217.50;3158.23;2893.25
2023-06-16;2416.33;3230.67;3165.17;2897.08
2023-06-15;2425.00;3245.67;3171.56;2900.87
2023-06-14;2453.67;3206.67;3162.39;2912.72
2023-06-13;2435.33;3176.67;3125.82;2895.92
2023-06-12;2396.00;3132.33;3065.10;2852.08
2023-06-09;2418.33;3171.67;3109.32;2892.45
2023-06-08;2382.00;3147.67;3070.38;2848.70
2023-06-07;2361.33;3094.00;3019.82;2821.57
2023-06-06;2329.00;3051.00;2974.14;2781.12
2023-06-05;2333.33;3058.00;2983.02;2782.71
2023-06-02;2312.33;3032.67;2960.10;2762.36
2023-06-01;2307.00;3016.00;2956.62;2750.10
2023-05-31;2313.33;3008.67;2940.97;2760.69
2023-05-30;2317.67;3017.33;2948.63;2750.34
2023-05-26;2323.33;3005.67;2939.41;2743.20
2023-05-25;2327.00;3018.67;2945.62;2746.93
2023-05-24;2317.00;3020.67;2945.31;2738.11
2023-05-23;2314.67;3018.00;2949.88;2738.52
2023-05-22;2321.67;2891.64;2958.48;2737.78
2023-05-19;2338.67;3068.67;2995.24;2768.50
2023-05-18;2286.00;2990.67;2917.40;2708.80
2023-05-17;2266.33;3003.67;2919.25;2695.20
2023-05-16;2258.33;2988.00;2906.93;2675.68
2023-05-15;2231.67;2981.00;2891.43;2660.26
2023-05-12;2238.00;2987.67;2890.07;2663.34
2023-05-11;2235.33;3011.33;2907.05;2663.15
2023-05-10;2234.33;3028.00;2925.93;2668.01
2023-05-09;2221.00;3007.00;2907.51;2654.70
2023-05-08;2206.83;2964.00;2878.93;2612.48
2023-05-05;2192.67;2946.00;2861.89;2596.02
2023-05-04;2176.33;2922.67;2833.29;2572.77
2023-05-03;2157.67;2869.00;2790.92;2526.20
2023-05-02;2177.33;2895.00;2808.71;2553.12
2023-05-01;2181.50;2932.00;2832.16;2582.37
2023-04-28;2185.67;2936.33;2845.90;2578.81
2023-04-27;2192.00;2912.67;2826.61;2565.85
2023-04-26;2195.67;2938.00;2842.28;2573.40
2023-04-25;2190.33;2912.33;2817.29;2568.10
2023-04-24;2210.00;2957.67;2859.64;2592.27
2023-04-21;2234.33;2965.67;2873.82;2619.05
2023-04-20;2212.00;2938.67;2849.07;2598.35
2023-04-19;2221.67;2956.33;2863.43;2614.31
2023-04-18;2221.00;2949.00;2857.85;2608.22
2023-04-17;2199.33;2901.67;2814.04;2578.36
2023-04-14;2196.33;2915.67;2825.76;2573.71
2023-04-13;2183.33;2941.00;2842.12;2571.41
2023-04-12;2162.67;2893.00;2799.41;2547.32
2023-04-11;2186.67;2923.33;2822.21;2588.39
2023-04-10;2181.00;2874.67;2791.46;2570.80
2023-04-06;2175.33;2884.33;2800.12;2562.53
2023-04-05;2155.00;2884.67;2788.62;2554.37
2023-04-04;2137.67;2891.33;2784.86;2543.00
2023-04-03;2121.67;2842.67;2740.75;2516.69
2023-03-31;2155.67;2895.33;2784.13;2561.26
2023-03-30;2129.33;2892.67;2766.36;2538.41
2023-03-29;2118.67;2852.67;2733.92;2525.32
2023-03-28;2135.00;2874.67;2758.26;2543.53
2023-03-27;2135.33;2864.33;2746.73;2545.67
2023-03-24;2128.00;2841.33;2723.91;2532.28
2023-03-23;2112.33;2831.33;2720.08;2496.90
2023-03-22;2128.67;2832.33;2722.74;2521.26
2023-03-21;2107.33;2788.67;2683.55;2492.21
2023-03-20;2084.67;2767.00;2666.61;2486.35
2023-03-17;2079.33;2719.67;2629.73;2465.51
2023-03-16;2050.00;2673.33;2582.35;2431.80
2023-03-15;2032.33;2618.00;2533.28;2402.81
2023-03-14;2038.33;2663.00;2574.83;2401.80
2023-03-13;2033.67;2653.00;2566.58;2390.00
2023-03-10;2069.67;2707.00;2605.70;2444.41
2023-03-09;2104.00;2730.00;2624.93;2482.00
2023-03-08;2111.33;2734.67;2622.63;2486.77
2023-03-07;2117.67;2758.00;2640.07;2496.98
2023-03-06;2113.00;2798.67;2677.49;2503.99
2023-03-03;2097.67;2762.00;2644.58;2490.93
2023-03-02;2125.33;2786.00;2667.03;2518.21
2023-03-01;2146.33;2835.67;2714.43;2543.02
2023-02-28;2104.67;2789.33;2671.67;2520.72
2023-02-27;2094.33;2753.67;2641.92;2493.57
2023-02-24;2089.67;2736.67;2621.40;2486.14
2023-02-23;2092.00;2765.67;2644.62;2499.17
2023-02-22;2095.00;2771.00;2653.76;2498.78
2023-02-21;2087.67;2772.67;2655.58;2492.13
2023-02-20;2110.33;2766.83;2659.06;2487.68
2023-02-17;2088.33;2761.00;2642.38;2471.81
2023-02-16;2080.67;2734.00;2622.42;2452.49
2023-02-15;2074.00;2717.67;2610.18;2446.00
2023-02-14;2031.67;2657.00;2568.22;2395.12
2023-02-13;2026.33;2649.33;2560.07;2386.75
2023-02-10;1995.67;2603.00;2510.08;2352.07
2023-02-09;1989.67;2604.33;2516.96;2339.01
2023-02-08;2013.67;2602.67;2523.33;2351.49
2023-02-07;2020.00;2603.00;2517.44;2355.44
2023-02-06;2015.00;2607.33;2518.71;2349.71
2023-02-03;2002.33;2607.67;2517.90;2324.27
2023-02-02;2004.00;2623.33;2543.58;2329.28
2023-02-01;2007.00;2616.33;2547.94;2333.66
2023-01-31;2003.00;2616.00;2546.56;2345.50
2023-01-30;2014.00;2646.00;2573.24;2368.54
2023-01-27;2011.00;2647.67;2572.82;2369.69
2023-01-26;2005.67;2649.00;2569.02;2364.65
2023-01-25;1981.33;2616.00;2538.41;2328.86
2023-01-24;1974.33;2610.33;2526.00;2323.41
2023-01-23;1979.00;2621.33;2539.18;2337.95
2023-01-20;1952.67;2589.00;2506.81;2313.29
2023-01-19;1955.33;2581.33;2504.49;2315.40
2023-01-18;1990.67;2635.00;2552.66;2357.89
2023-01-17;2011.00;2657.00;2566.02;2378.06
2023-01-16;2009.00;2655.67;2558.95;2364.34
2023-01-13;2021.33;2654.33;2564.27;2372.34
2023-01-12;2008.33;2652.67;2554.53;2360.00
2023-01-11;2009.33;2644.00;2545.18;2369.82
2023-01-10;1987.33;2618.67;2521.95;2349.33
2023-01-09;2019.33;2693.67;2584.13;2402.34
2023-01-06;2002.00;2611.67;2518.50;2371.67
2023-01-05;2021.00;2623.67;2520.64;2394.61
2023-01-04;1996.67;2607.00;2512.98;2368.48
2023-01-03;1994.00;2572.67;2484.48;2353.17
2022-12-30;2003.33;2601.33;2515.59;2350.31
2022-12-29;1986.67;2576.67;2491.01;2335.20
2022-12-28;2014.67;2620.33;2526.92;2379.35
2022-12-27;2008.67;2631.33;2527.04;2375.93
2022-12-23;2002.67;2629.33;2526.48;2378.30
2022-12-22;1989.00;2606.00;2504.16;2365.55
2022-12-21;1951.00;2535.33;2449.39;2311.61
2022-12-20;1931.67;2502.67;2428.64;2290.93
2022-12-19;1919.33;2500.00;2423.62;2280.87
2022-12-16;1910.33;2478.67;2406.36;2268.11
2022-12-15;1919.00;2525.33;2439.16;2293.05
2022-12-14;1900.67;2531.33;2449.54;2299.02
2022-12-13;1903.33;2527.67;2446.09;2300.91
2022-12-12;1892.67;2506.33;2420.85;2295.45
2022-12-09;1900.00;2506.67;2427.25;2301.15
2022-12-08;1926.33;2541.33;2453.82;2325.98
2022-12-07;1907.67;2502.00;2418.64;2303.27
2022-12-06;1902.67;2488.67;2408.53;2296.65
2022-12-05;1900.67;2482.33;2402.85;2289.56
2022-12-02;1918.00;2541.67;2454.96;2333.81
2022-12-01;1926.33;2530.67;2450.85;2331.37
2022-11-30;1937.67;2498.33;2413.51;2337.73
2022-11-29;1937.00;2479.67;2406.73;2324.66
2022-11-28;1932.67;2490.67;2414.21;2324.04
2022-11-25;1925.33;2482.00;2410.83;2317.41
2022-11-24;1907.67;2463.33;2393.01;2299.68
2022-11-23;1898.00;2444.67;2369.72;2286.19
2022-11-22;1916.33;2451.00;2370.08;2300.99
2022-11-21;1925.33;2453.33;2366.70;2312.74
2022-11-18;1908.33;2458.67;2369.13;2291.66
2022-11-17;1905.33;2452.00;2358.20;2279.79
2022-11-16;1912.00;2503.00;2392.96;2302.51
2022-11-15;1911.33;2495.67;2386.65;2304.55
2022-11-14;1959.00;2495.67;2403.50;2323.46
2022-11-11;1968.00;2520.00;2426.53;2348.03
2022-11-10;2026.00;2557.33;2467.62;2425.30
2022-11-09;2048.00;2526.67;2436.79;2427.04
2022-11-08;2008.67;2517.00;2429.10;2408.09
2022-11-07;2003.67;2493.00;2401.31;2402.03
2022-11-04;1992.33;2424.00;2349.37;2364.17
2022-11-03;1949.33;2367.67;2279.89;2338.60
2022-11-02;1918.33;2384.33;2297.22;2328.23
2022-11-01;1895.00;2352.33;2267.97;2297.68
2022-10-31;1883.00;2335.00;2253.61;2282.24
2022-10-28;1860.33;2313.67;2238.25;2252.23
2022-10-27;1870.33;2322.00;2248.55;2252.37
2022-10-26;1858.33;2294.67;2231.16;2216.10
2022-10-25;1884.33;2303.00;2236.03;2245.20
2022-10-24;1927.33;2333.33;2259.18;2288.32
2022-10-21;1907.67;2311.33;2236.50;2268.93
2022-10-20;1903.00;2321.00;2238.07;2279.48
2022-10-19;1890.33;2308.67;2219.30;2270.12
2022-10-18;1879.67;2316.33;2223.98;2260.24
2022-10-17;1884.00;2328.67;2243.68;2280.02
2022-10-14;1931.33;2371.67;2267.67;2331.50
2022-10-13;1918.00;2366.33;2273.60;2324.30
2022-10-12;1908.33;2310.67;2214.84;2285.49
2022-10-11;1920.00;2342.67;2244.18;2300.96
2022-10-10;1936.67;2351.33;2245.87;2315.27
2022-10-07;1948.67;2381.00;2274.35;2325.29
2022-10-06;1917.33;2363.00;2249.21;2296.67
2022-10-05;1912.67;2377.33;2267.94;2299.23
2022-10-04;1881.67;2356.33;2256.64;2261.83
2022-10-03;1880.00;2323.33;2222.50;2265.51
2022-09-30;1906.67;2338.33;2230.27;2279.79
2022-09-29;1905.67;2314.33;2214.19;2260.69
2022-09-28;1902.00;2272.00;2165.79;2235.75
2022-09-27;1895.67;2272.00;2150.75;2241.19
2022-09-26;1873.67;2231.00;2118.19;2201.65
2022-09-23;1790.16;2387.68;2270.57;2242.10
2022-09-22;1843.00;2322.33;2204.12;2240.27
2022-09-21;1855.67;2341.33;2225.75;2253.69
2022-09-20;1854.00;2345.00;2233.87;2234.76
2022-09-19;1854.33;2358.33;2240.96;2240.51
2022-09-16;1854.67;2348.33;2237.12;2234.44
2022-09-15;1847.33;2364.67;2245.94;2248.41
2022-09-14;1812.67;2310.33;2207.60;2209.81
2022-09-13;1826.67;2347.67;2230.65;2231.54
2022-09-12;1830.00;2383.00;2265.62;2236.85
2022-09-09;1838.33;2359.00;2248.17;2239.18
2022-09-08;1831.00;2324.33;2216.46;2225.54
2022-09-07;1846.67;2342.67;2237.74;2239.19
2022-09-06;1848.33;2366.33;2250.21;2272.48
2022-09-05;1853.33;2381.50;2260.45;2276.61
2022-09-02;1856.00;2396.67;2276.02;2269.19
2022-09-01;1838.67;2358.00;2242.76;2253.41
2022-08-31;1850.33;2404.33;2282.30;2268.72
2022-08-30;1840.00;2396.33;2274.61;2267.45
2022-08-29;1832.00;2412.67;2283.00;2283.68
2022-08-26;1824.00;2405.00;2280.21;2280.55
2022-08-25;1816.00;2406.67;2278.31;2288.11
2022-08-24;1809.67;2383.00;2262.51;2270.20
2022-08-23;1771.33;2336.33;2220.25;2226.91
2022-08-22;1798.67;2121.17;2234.58;2249.33
2022-08-19;1804.33;2374.33;2256.82;2247.79
2022-08-18;1806.00;2415.33;2292.40;2267.18
2022-08-17;1801.33;2421.33;2298.22;2261.79
2022-08-16;1770.67;2384.33;2266.70;2228.62
2022-08-15;1788.00;2411.00;2289.56;2250.53
2022-08-12;1775.00;2384.67;2274.20;2217.00
2022-08-11;1789.67;2431.67;2315.45;2240.20
2022-08-10;1784.33;2433.67;2314.87;2240.10
2022-08-09;1782.33;2388.67;2277.19;2227.09
2022-08-08;1764.00;2374.00;2259.20;2213.45
2022-08-05;1755.00;2337.00;2232.07;2194.24
2022-08-04;1764.33;2383.33;2268.48;2218.24
2022-08-03;1735.67;2324.00;2220.24;2188.38
2022-08-02;1763.67;2378.33;2271.97;2229.03
2022-08-01;1747.33;2382.67;2269.87;2209.72
2022-07-29;1739.67;2368.33;2248.67;2204.82
2022-07-28;1739.00;2354.67;2236.91;2201.12
2022-07-27;1770.00;2376.33;2257.91;2233.75
2022-07-26;1793.33;2419.67;2294.35;2268.43
2022-07-25;1770.67;2398.33;2270.64;2224.09
2022-07-22;1732.67;2326.67;2209.52;2161.79
2022-07-21;1746.00;2346.67;2223.29;2180.71
2022-07-20;1775.00;2391.67;2265.23;2217.20
2022-07-19;1763.33;2382.33;2255.87;2204.88
2022-07-18;1748.33;2361.00;2233.70;2198.52
2022-07-15;1752.67;2355.00;2221.21;2202.11
2022-07-14;1720.00;2285.67;2163.14;2157.84
2022-07-13;1751.00;2336.00;2216.98;2199.47
2022-07-12;1782.00;2382.00;2257.04;2243.04
2022-07-11;1781.67;2396.67;2263.46;2246.60
2022-07-08;1745.33;2355.67;2232.76;2194.69
2022-07-07;1772.33;2372.33;2254.00;2218.72
2022-07-06;1778.67;2366.33;2246.85;2209.11
2022-07-05;1749.33;2344.33;2220.50;2165.54
2022-07-04;1741.00;2345.33;2231.50;2140.12
2022-07-01;1742.33;2346.33;2227.71;2140.39
2022-06-30;1741.00;2374.33;2250.53;2150.04
2022-06-29;1751.33;2394.67;2266.00;2163.80
2022-06-28;1764.67;2431.00;2296.01;2179.37
2022-06-27;1767.67;2440.00;2311.76;2180.68
2022-06-24;1783.67;2467.33;2332.41;2213.10
2022-06-23;1782.67;2455.67;2322.57;2209.46
2022-06-22;1788.33;2484.67;2344.35;2215.18
2022-06-21;1791.67;2495.67;2351.46;2229.30
2022-06-20;1782.00;2476.33;2333.47;2214.35
2022-06-17;1776.67;2457.00;2316.00;2211.43
2022-06-16;1745.33;2406.33;2283.57;2168.59
2022-06-15;1773.33;2405.33;2275.93;2191.27
2022-06-14;1746.67;2359.67;2231.59;2142.10
2022-06-13;1737.67;2370.33;2244.80;2151.41
2022-06-10;1768.00;2432.67;2308.21;2194.18
2022-06-09;1772.00;2471.33;2345.87;2201.36
2022-06-08;1773.33;2494.00;2362.91;2199.52
2022-06-07;1778.33;2503.67;2373.92;2219.02
2022-06-06;1783.00;2517.33;2378.70;2223.25
2022-06-03;1790.83;2500.00;2371.02;2213.58
2022-06-02;1790.83;2513.00;2382.93;2220.66
2022-06-01;1798.67;2543.00;2395.17;2249.67
2022-05-31;1770.67;2521.00;2379.43;2217.39
2022-05-30;1778.33;2505.83;2379.85;2207.07
2022-05-27;1746.00;2490.67;2348.28;2193.06
2022-05-26;1748.33;2486.33;2345.01;2186.49
2022-05-25;1736.33;2437.00;2309.31;2166.71
2022-05-24;1760.00;2463.00;2337.62;2175.97
2022-05-23;1755.67;2475.67;2343.46;2196.76
2022-05-20;1750.33;2450.00;2320.23;2197.37
2022-05-19;1771.00;2484.33;2351.43;2221.28
2022-05-18;1792.67;2494.00;2359.71;2249.63
2022-05-17;1800.67;2523.00;2387.14;2264.20
2022-05-16;1818.00;2519.33;2377.87;2282.04
2022-05-13;1800.67;2488.67;2349.04;2256.02
2022-05-12;1787.67;2452.67;2319.00;2235.17
2022-05-11;1808.00;2506.00;2368.90;2248.44
2022-05-10;1778.33;2473.67;2333.93;2216.07
2022-05-09;1785.00;2473.67;2339.92;2216.14
2022-05-06;1804.67;2510.00;2370.96;2242.93
2022-05-05;1813.67;2531.67;2386.00;2270.88
2022-05-04;1835.00;2595.67;2445.49;2320.40
2022-05-03;1844.00;2610.33;2459.97;2336.11
2022-05-02;1829.17;2612.00;2453.02;2331.60
2022-04-29;1814.33;2575.00;2429.26;2305.00
2022-04-28;1820.00;2574.00;2421.00;2306.00
2022-04-27;1796.33;2549.33;2403.08;2278.24
2022-04-26;1784.00;2533.00;2393.45;2245.30
2022-04-25;1766.67;2513.00;2379.61;2224.46
2022-04-22;1783.00;2567.00;2429.52;2253.02
2022-04-21;1798.33;2611.33;2479.17;2287.03
2022-04-20;1795.33;2614.67;2480.45;2284.87
2022-04-19;1777.33;2597.67;2455.83;2276.43
2022-04-18;1786.17;2608.67;2466.99;2287.96
2022-04-14;1795.00;2638.33;2492.69;2303.87
2022-04-13;1787.67;2615.00;2476.59;2277.60
2022-04-12;1797.33;2623.00;2483.27;2288.46
2022-04-11;1813.67;2655.00;2510.33;2308.62
2022-04-08;1817.67;2672.00;2521.30;2318.71
2022-04-07;1786.00;2610.00;2472.24;2268.28
2022-04-06;1758.33;2596.00;2449.09;2244.23
2022-04-05;1741.33;2586.00;2433.40;2228.99
2022-04-04;1758.00;2599.67;2453.30;2231.89
2022-04-01;1770.33;2630.67;2476.41;2242.51
2022-03-31;1788.00;2675.33;2513.46;2265.75
2022-03-30;1789.00;2673.67;2513.28;2251.65
2022-03-29;1785.00;2654.67;2498.87;2251.24
2022-03-28;1764.33;2633.67;2471.81;2252.31
2022-03-25;1740.67;2599.00;2447.47;2227.81
2022-03-24;1756.33;2587.33;2450.78;2230.82
2022-03-23;1772.33;2654.33;2496.77;2269.82
2022-03-22;1741.00;2602.67;2454.62;2228.18
2022-03-21;1710.33;2549.33;2402.80;2175.62
2022-03-18;1735.00;2563.33;2425.16;2193.19
2022-03-17;1715.33;2533.67;2395.39;2150.94
2022-03-16;1733.67;2546.67;2407.89;2189.97
2022-03-15;1737.00;2545.67;2405.01;2195.89
2022-03-14;1793.67;2632.67;2483.61;2264.80
2022-03-11;1801.33;2650.33;2498.46;2288.22
2022-03-10;1818.33;2676.00;2528.14;2298.72
2022-03-09;1793.00;2670.00;2513.31;2270.65
2022-03-08;1783.67;2643.33;2488.10;2286.81
2022-03-07;1774.00;2650.33;2486.91;2289.95
2022-03-04;1759.33;2623.33;2473.13;2266.50
2022-03-03;1720.67;2576.33;2434.35;2201.14
2022-03-02;1716.00;2542.67;2416.72;2176.62
2022-03-01;1703.67;2544.33;2405.70;2166.69
2022-02-28;1713.33;2548.33;2422.96;2158.98
2022-02-25;1751.33;2629.00;2487.02;2208.84
2022-02-24;1756.67;2635.67;2489.84;2232.64
2022-02-23;1775.33;2684.33;2544.20;2248.69
2022-02-22;1746.00;2663.33;2517.29;2219.37
2022-02-21;1735.33;2660.33;2509.37;2211.13
2022-02-18;1751.67;2657.33;2517.00;2222.51
2022-02-17;1760.33;2672.00;2533.16;2229.56
2022-02-16;1782.67;2713.00;2565.55;2254.22
2022-02-15;1822.00;2733.67;2598.19;2286.53
2022-02-14;1796.00;2723.00;2573.04;2277.14
2022-02-11;1837.67;2805.00;2650.64;2323.95
2022-02-10;1846.33;2816.67;2663.84;2322.20
2022-02-09;1835.33;2792.00;2636.59;2305.83
2022-02-08;1798.00;2712.33;2572.47;2253.61
2022-02-07;1785.00;2677.00;2544.27;2225.34
2022-02-04;1805.33;2712.33;2576.57;2249.35
2022-02-03;1788.00;2681.00;2554.33;2235.93
2022-02-02;1780.67;2665.33;2539.07;2247.46
2022-02-01;1777.67;2648.67;2523.50;2245.29
2022-01-31;1734.33;2567.67;2448.05;2183.54
2022-01-28;1723.67;2530.33;2420.58;2168.84
2022-01-27;1708.67;2491.67;2388.42;2143.96
2022-01-26;1730.67;2555.33;2446.47;2168.43
2022-01-25;1719.00;2548.67;2432.81;2156.32
2022-01-24;1726.00;2541.00;2429.64;2146.22
2022-01-21;1763.00;2620.00;2503.86;2207.78
2022-01-20;1786.00;2692.67;2563.27;2262.21
2022-01-19;1791.67;2695.67;2567.06;2262.48
2022-01-18;1796.00;2665.33;2551.61;2251.29
2022-01-17;1798.33;2678.50;2565.53;2248.69
2022-01-14;1789.00;2691.67;2567.27;2249.32
2022-01-13;1751.33;2651.00;2525.82;2203.65
2022-01-12;1729.33;2596.67;2481.59;2170.64
2022-01-11;1737.00;2617.00;2490.14;2192.19
2022-01-10;1714.00;2553.67;2438.54;2152.01
2022-01-07;1720.67;2548.33;2441.38;2149.76
2022-01-06;1672.67;2456.33;2358.93;2086.59
2022-01-05;1691.67;2495.67;2394.70;2112.24
2022-01-04;1687.00;2502.67;2392.21;2117.94
2022-01-03;1702.17;2523.67;2406.58;2131.99
2021-12-31;1717.33;2555.33;2439.31;2143.79
2021-12-30;1725.33;2573.67;2450.10;2164.78
2021-12-29;1714.33;2526.33;2416.78;2131.48
2021-12-28;1700.00;2510.67;2395.82;2117.55
2021-12-27;1699.33;2497.33;2389.26;2108.88
2021-12-23;1698.67;2492.33;2383.89;2105.81
2021-12-22;1699.00;2487.00;2376.01;2098.14
2021-12-21;1705.67;2482.00;2369.64;2102.70
2021-12-20;1691.67;2452.67;2343.55;2074.63
2021-12-17;1725.00;2515.33;2400.57;2129.18
2021-12-16;1738.00;2564.00;2439.42;2157.06
2021-12-15;1742.00;2561.33;2431.34;2159.40
2021-12-14;1726.00;2523.00;2402.77;2132.46
2021-12-13;1723.67;2537.00;2408.96;2132.29
2021-12-10;1689.33;2471.33;2356.03;2082.38
2021-12-09;1694.67;2470.00;2352.38;2084.33
2021-12-08;1697.33;2488.00;2367.17;2089.38
2021-12-07;1710.33;2487.00;2375.23;2111.81
2021-12-06;1706.00;2478.33;2369.60;2100.06
2021-12-03;1708.67;2470.67;2365.66;2092.07
2021-12-02;1695.33;2454.00;2354.65;2082.57
2021-12-01;1654.33;2361.00;2281.29;2014.50
2021-11-30;1649.67;2365.67;2275.53;2016.23
2021-11-29;1662.33;2397.33;2303.33;2045.24
2021-11-26;1670.00;2413.33;2319.05;2052.01
2021-11-25;1725.33;2462.00;2380.33;2123.14
2021-11-24;1725.67;2510.67;2405.40;2148.87
2021-11-23;1754.67;2574.33;2461.39;2185.10
2021-11-22;1743.33;2593.67;2465.78;2189.74
2021-11-19;1728.33;2588.33;2458.20;2171.94
2021-11-18;1731.67;2588.00;2461.45;2167.18
2021-11-17;1716.67;2570.33;2442.54;2156.89
2021-11-16;1710.00;2554.67;2425.00;2139.58
2021-11-15;1713.00;2533.67;2417.37;2117.98
2021-11-12;1696.33;2503.33;2388.76;2087.54
2021-11-11;1712.00;2524.00;2406.73;2099.63
2021-11-10;1697.00;2498.33;2388.15;2077.81
2021-11-09;1664.67;2448.33;2351.48;2029.33
2021-11-08;1665.00;2472.00;2364.83;2040.26
2021-11-05;1669.00;2436.67;2344.07;2028.21
2021-11-04;1680.00;2467.33;2366.66;2049.88
2021-11-03;1677.00;2459.67;2374.13;2049.83
2021-11-02;1683.00;2502.33;2394.98;2068.66
2021-11-01;1708.33;2584.67;2458.01;2120.16
2021-10-29;1712.67;2581.67;2461.66;2130.93
2021-10-28;1737.67;2604.67;2499.98;2140.36
2021-10-27;1750.00;2622.00;2511.85;2165.59
2021-10-26;1759.00;2615.67;2518.11;2172.75
2021-10-25;1766.67;2637.00;2533.92;2182.59
2021-10-22;1766.67;2617.67;2521.69;2168.03
2021-10-21;1764.67;2597.67;2516.10;2160.95
2021-10-20;1753.67;2548.33;2484.42;2133.99
2021-10-19;1784.67;2569.33;2514.93;2161.96
2021-10-18;1813.33;2636.33;2560.84;2205.91
2021-10-15;1811.33;2639.67;2565.03;2212.73
2021-10-14;1814.67;2619.00;2550.41;2200.37
2021-10-13;1817.33;2636.00;2556.97;2210.37
2021-10-12;1852.67;2702.67;2610.78;2262.37
2021-10-11;1855.67;2705.33;2616.10;2260.70
2021-10-08;1874.33;2775.33;2664.46;2302.63
2021-10-07;1858.67;2753.00;2643.27;2286.56
2021-10-06;1857.33;2745.67;2632.80;2280.14
2021-10-05;1875.33;2773.67;2665.53;2296.22
2021-10-04;1879.00;2769.67;2662.51;2291.22
2021-10-01;1862.33;2728.00;2627.59;2265.77
2021-09-30;1854.00;2669.33;2583.06;2231.24
2021-09-29;1826.67;2609.00;2531.84;2180.55
2021-09-28;1790.33;2570.67;2497.12;2138.16
2021-09-27;1768.67;2569.67;2497.70;2134.53
2021-09-24;1788.33;2609.33;2528.20;2158.45
2021-09-23;1807.67;2631.00;2558.05;2180.09
2021-09-22;1829.67;2672.00;2586.81;2203.57
2021-09-21;1808.33;2620.67;2546.15;2171.74
2021-09-20;1795.33;2603.33;2527.97;2155.22
2021-09-17;1815.33;2677.67;2587.51;2205.46
2021-09-16;1807.33;2671.00;2581.61;2194.76
2021-09-15;1801.33;2668.67;2580.95;2185.16
2021-09-14;1787.67;2671.33;2573.89;2177.13
2021-09-13;1781.33;2646.33;2556.65;2164.97
2021-09-10;1775.00;2628.00;2543.81;2152.70
2021-09-09;1796.67;2688.00;2588.96;2188.96
2021-09-08;1814.00;2695.67;2598.04;2197.29
2021-09-07;1824.67;2715.00;2616.25;2207.98
2021-09-06;1801.67;2686.33;2589.29;2182.12
2021-09-03;1790.00;2657.67;2569.93;2162.72
2021-09-02;1785.67;2623.33;2546.41;2147.52
2021-09-01;1755.67;2553.67;2487.85;2099.37
2021-08-31;1756.33;2553.67;2484.58;2105.80
2021-08-30;1768.67;2606.00;2520.24;2136.79
2021-08-27;1781.00;2591.33;2522.33;2138.56
2021-08-26;1792.33;2627.00;2542.77;2162.12
2021-08-25;1789.67;2622.00;2539.96;2160.11
2021-08-24;1778.00;2594.67;2517.26;2143.45
2021-08-23;1776.33;2578.67;2508.96;2137.51
2021-08-20;1786.33;2577.33;2506.77;2143.41
2021-08-19;1795.67;2638.67;2547.48;2178.60
2021-08-18;1798.33;2678.67;2576.14;2201.70
2021-08-17;1791.67;2658.33;2560.53;2186.06
2021-08-16;1783.33;2627.67;2549.24;2164.94
2021-08-13;1757.00;2589.67;2512.70;2130.14
2021-08-12;1740.67;2567.33;2488.12;2120.25
2021-08-11;1743.67;2561.00;2489.95;2121.56
2021-08-10;1729.33;2517.33;2455.88;2095.48
2021-08-09;1703.00;2463.00;2411.34;2052.65
2021-08-06;1691.67;2462.33;2405.01;2044.86
2021-08-05;1671.33;2444.00;2386.50;2016.00
2021-08-04;1674.00;2436.00;2382.89;2012.47
